section,category,subcategory,question_no,question,option_a,option_b,option_c,option_d,option_e,verified_answer,answer_text,source_key,status,basis
MPT Past Papers,English,Synonyms,545,Choose the option closest in meaning to SUMPTUOUS.,Delirious,Gorgeous,Perilous,Luxurious,,D,Luxurious,,ANSWER SUPPLIED BY REVIEW,sumptuous = luxurious
MPT Past Papers,English,Synonyms,546,Choose the option closest in meaning to SACROSANCT.,Prayer,Sanctuary,Pious,Sacred,,D,Sacred,,ANSWER SUPPLIED BY REVIEW,sacrosanct = sacred
MPT Past Papers,English,Synonyms,547,Choose the option closest in meaning to CHURLISH.,Childish,Boorish,Tempestuous,Disorderly,,B,Boorish,,ANSWER SUPPLIED BY REVIEW,churlish = boorish
MPT Past Papers,English,Synonyms,548,Choose the option closest in meaning to WINNOW.,Carve,Wind,Weed,Carry,,C,Weed,,ANSWER SUPPLIED BY REVIEW,"winnow = to sift out, weed out"
MPT Past Papers,English,Synonyms,549,Choose the option closest in meaning to MORDANT.,Dead,Gruesome,Fetid,Caustic,,D,Caustic,,ANSWER SUPPLIED BY REVIEW,mordant = caustic
MPT Past Papers,English,Synonyms,550,Synonym of Obdurate:,Trustable,Malleable,Amenable,None of these,,D,None of these,B,CORRECTED — source key was wrong,"obdurate = stubborn. Malleable and Amenable are OPPOSITES, so no option is a synonym."
MPT Past Papers,English,Synonyms,551,Synonym of Pejorative:,Laudatory,Complementary,Approbatory,Depreciatory,,D,Depreciatory,D,VERIFIED — matches source,pejorative = depreciatory
MPT Past Papers,English,Synonyms,552,She showed a blatant disregard for the rules. (Synonym of underlined word),Obvious,Hidden,Last-minute,Rebellious,,A,Obvious,A,VERIFIED — matches source,blatant = obvious
MPT Past Papers,English,Synonyms,553,"As soon as details of the election were released to the media, the newspaper was inundated with calls - far too many to be handled effectively. (Synonym of underlined word)",Provided,Bothered,Reminded,Flooded,,D,Flooded,D,VERIFIED — matches source,inundated = flooded
MPT Past Papers,English,Synonyms,554,Identify the synonym of Quandary.,Predicament,Difficulty,Consternation,Simplicity,,A,Predicament,A,VERIFIED — matches source,quandary = predicament
MPT Past Papers,English,Synonyms,555,Identify the synonym of Obstreperous.,Angry,Noisy,Saddened,Shy,,B,Noisy,A,CORRECTED — source key was wrong,obstreperous = NOISY and unruly
MPT Past Papers,English,Synonyms,556,Identify the synonym of Effervescent.,Quick,Lively,Compassionate,Quiet,,B,Lively,D,CORRECTED — source key was wrong,effervescent = LIVELY
MPT Past Papers,English,Synonyms,557,Identify the synonym of Penurious.,Generous,Impoverished,False,Fabricated,,B,Impoverished,C,CORRECTED — source key was wrong,penurious = IMPOVERISHED
MPT Past Papers,English,Synonyms,558,Identify the synonym of Histrionic.,Happy,Dramatic,Joyous,Subdued,,B,Dramatic,D,CORRECTED — source key was wrong,histrionic = DRAMATIC
MPT Past Papers,English,Synonyms,559,Identify the synonym of Quiescent.,Active,Dormant,Pensive,Thoughtful,,B,Dormant,D,CORRECTED — source key was wrong,quiescent = DORMANT
MPT Past Papers,English,Synonyms,560,Identify the synonym of Scraggly.,Gaunt,Underweight,Slender,Spindly,,D,Spindly,A,CORRECTED — source key was wrong,"CONTESTED: scraggly = straggly/thin; Spindly fits better than Gaunt, which describes a drawn face"
MPT Past Papers,English,Synonyms,561,Identify the synonym of Catacomb.,Oasis,Haven,Crypt,Shrine,,C,Crypt,C,VERIFIED — matches source,catacomb = crypt
MPT Past Papers,English,Synonyms,562,Identify the synonym of Sobriquet.,Nickname,Formal name,Byname,Pseudonym,,A,Nickname,A,VERIFIED — matches source,sobriquet = nickname
MPT Past Papers,English,Synonyms,563,Identify the synonym of Metanoia.,Repentance,Conversion,Prostrate,Submission,,A,Repentance,A,VERIFIED — matches source,metanoia = repentance
MPT Past Papers,English,Synonyms,564,Identify the synonym of Verisimilitude.,Realism,Artifice,Conceit,Actuality,,A,Realism,A,VERIFIED — matches source,verisimilitude = realism
MPT Past Papers,English,Verbal analogies,566,Select the pair that best expresses a relationship similar to FROND : PALM.,Quill : Porcupine,Blade : Evergreen,Scale : Wallaby,Tusk : Alligator,,A,Quill : Porcupine,,ANSWER SUPPLIED BY REVIEW,frond is part of a palm as a quill is part of a porcupine
MPT Past Papers,English,Verbal analogies,567,Select the pair that best expresses a relationship similar to SPY : CLANDESTINE.,Accountant : Meticulous,Furrier : Rambunctious,Lawyer : Ironic,Shepherd : Garrulous,,A,Accountant : Meticulous,,ANSWER SUPPLIED BY REVIEW,a spy is characteristically clandestine as an accountant is meticulous
MPT Past Papers,English,Verbal analogies,568,Select the pair that best expresses a relationship similar to FERAL : TAME.,Rancid : Rational,Nettlesome : Annoying,Repentant : Honorable,Ephemeral : Immortal,,D,Ephemeral : Immortal,,ANSWER SUPPLIED BY REVIEW,"feral/tame are opposites, as are ephemeral/immortal"
MPT Past Papers,English,Verbal analogies,569,Select the pair that best expresses a relationship similar to DOLLAR : DIME.,Saleswoman : Pitch,Retreat : Victory,Century : Decade,Ring : Necklace,,C,Century : Decade,,ANSWER SUPPLIED BY REVIEW,a dollar is ten dimes as a century is ten decades
MPT Past Papers,English,Vocabulary and sentence completion,570,His moral decadence was marked by his _____ from the ways of integrity and honesty.,Obsession,Declivity,Opprobrium,Departure,,D,Departure,D,VERIFIED — matches source,departure from integrity
MPT Past Papers,English,Vocabulary and sentence completion,571,The _____ arguments put forth for not disclosing the facts did not impress anybody.,Convincing,Specious,Spurious,Intemperate,,B,Specious,B,VERIFIED — matches source,specious = plausible but false
MPT Past Papers,English,Vocabulary and sentence completion,572,The children were _____ by the seemingly nonsensical clues until Kinan pointed out that the messages were in code.,Censured,Pondered,Feigned,Perplexed,,D,Perplexed,D,VERIFIED — matches source,perplexed
MPT Past Papers,English,Vocabulary and sentence completion,573,"For a _____ fee, it is possible to upgrade from regular gasoline to premium.",Nominal,Substantive,Exorbitant,Bountiful,,A,Nominal,A,VERIFIED — matches source,nominal = small
MPT Past Papers,English,Vocabulary and sentence completion,574,It is difficult to believe that charging 20% on an outstanding credit card balance isn't _____.,Bankruptcy,Usury,Expensive,Taxation,,B,Usury,B,VERIFIED — matches source,usury
MPT Past Papers,English,Vocabulary and sentence completion,575,The presence of armed guards at the building entrance _____ us from doing anything disruptive.,Defeated,Excited,Prevented,Prohibited,,C,Prevented,C,VERIFIED — matches source,prevented us FROM
MPT Past Papers,English,Vocabulary and sentence completion,576,'Argus-eyed' means:,Watchful,Devoted,Lethargic,Clumsy,,A,Watchful,A,VERIFIED — matches source,Argus-eyed = vigilant
MPT Past Papers,English,Vocabulary and sentence completion,577,Perfect or highly accomplished means:,Impropriety,Sinister,Slovenly,None of these,,D,None of these,D,VERIFIED — matches source,none of the options mean accomplished
MPT Past Papers,English,Vocabulary and sentence completion,579,Fastidious means:,A person hard to please,A person hard to convince,A person hard to get angry,A person hard to get essential,,A,A person hard to please,A,VERIFIED — matches source,fastidious = hard to please
MPT Past Papers,Urdu,Grammar,580,"""کھاٹ سے کھٹولا"" اسم نکرہ کی کون سی قسم کو ظاہر کرتا ہے؟",اسم کبیر,اسم مصغر,اسم آلہ,اسم صوت,,B,اسم مصغر,,ANSWER SUPPLIED BY REVIEW,"ism-e-mughassar, the diminutive"
MPT Past Papers,Urdu,Grammar,581,اس لفظ کو کیا کہتے ہیں جو کسی دوسرے لفظ سے نکلا ہو؟,جامد,مصدر,مشتق,حاصل مصدر,,C,مشتق,,ANSWER SUPPLIED BY REVIEW,mushtaq = derived
MPT Past Papers,Urdu,Grammar,583,درج ذیل الفاظ میں سے کون سا لفظ مونث ہے؟,سنگت,بہاؤ,بچپن,معاملہ,,A,سنگت,,ANSWER SUPPLIED BY REVIEW,sangat is feminine
MPT Past Papers,Urdu,Grammar and literature,584,"""دیوان"" کی جمع کیا ہے؟",دیوانے,دواوین,دیوانین,ان میں سے کوئی نہیں,,B,دواوین,B,VERIFIED — matches source,dawaween
MPT Past Papers,Urdu,Grammar and literature,585,وہ اسم جو کسی نام کی جگہ استعمال ہو، اسے کیا کہتے ہیں؟,اسم ظرف,اسم ضمیر,اسم صفت,ان میں سے کوئی نہیں,,B,اسم ضمیر,B,VERIFIED — matches source,ism-e-zameer
MPT Past Papers,Urdu,Grammar and literature,586,"""عروج"" کا متضاد کیا ہے؟",ترقی,زوال,بلندی,ان میں سے کوئی نہیں,,B,زوال,B,VERIFIED — matches source,zawal
MPT Past Papers,Urdu,Grammar and literature,587,"""مشاہرہ"" کا ہم معنی لفظ کون سا ہے؟",مشہور,تنخواہ,مشاورت,قیمت,,B,تنخواہ,B,VERIFIED — matches source,musahira = salary
MPT Past Papers,Urdu,Grammar and literature,588,"""بکری"" کا مذکر کیا ہے؟",بکرا,بکریاں,بکر,ان میں سے کوئی نہیں,,A,بکرا,A,VERIFIED — matches source,bakra
MPT Past Papers,Urdu,Grammar and literature,589,اردو زبان کا رسم الخط کیا کہلاتا ہے؟,نسخ,نستعلیق,کوفی,ان میں سے کوئی نہیں,,B,نستعلیق,B,VERIFIED — matches source,Nastaliq
MPT Past Papers,Urdu,Grammar and literature,590,مرزا غالب کا اصل نام کیا تھا؟,اسد اللہ خان,نجم الدولہ,مرزا فرحت اللہ,ان میں سے کوئی نہیں,,A,اسد اللہ خان,A,VERIFIED — matches source,Asadullah Khan
MPT Past Papers,Urdu,Grammar and translation,591,دو یا دو سے زیادہ الفاظ کے مجموعے کو _____ کہا جاتا ہے۔,شعری مرکب,لسانی مرکب,مرکب,مرکب الفاظ,,C,مرکب,,ANSWER SUPPLIED BY REVIEW,murakkab
MPT Past Papers,Urdu,Grammar and translation,592,Preposterous کا درست ترجمہ کیا ہے؟,عقل کے خلاف,باقاعدہ,شان و شوکت,جذباتی,,A,عقل کے خلاف,,ANSWER SUPPLIED BY REVIEW,preposterous = contrary to reason
MPT Past Papers,Urdu,Grammar and translation,593,Move heaven and earth کا درست ترجمہ کیا ہے؟,مصیبت سے نکل آنا,بہت زیادہ کوشش کرنا,بے حد آرام کرنا,مبالغہ کرنا,,B,بہت زیادہ کوشش کرنا,,ANSWER SUPPLIED BY REVIEW,to try extremely hard
MPT Past Papers,Urdu,Literature and grammar,594,_____ وہ کلمہ ہے جو کسی جاندار، بے جان چیز، جگہ یا شخص کے نام کو ظاہر کرے؟,حرف,فعل,اسم,اسم نکرہ,,C,اسم,C,VERIFIED — matches source,ism
MPT Past Papers,Urdu,Literature and grammar,595,وہ اسم جو نہ خود کسی کلمے سے لفظاً ہو اور نہ ہی اس سے کوئی لفظ نکلے _____ کہلاتا ہے۔,اسم جامد,اسم مصدر,اسم مشتق,اسم نکرہ,,A,اسم جامد,,ANSWER SUPPLIED BY REVIEW,ism-e-jamid
MPT Past Papers,Urdu,Literature and grammar,596,_____ وہ اسم ہے جو اعزاز کے طور پر حکومت، بادشاہ یا عوام الناس کی طرف سے ملتا ہے۔,خطاب,لقب,کنیت,عرف,,A,خطاب,B,CORRECTED — source key was wrong,CONTESTED: a title conferred by a government or ruler is khitab; laqab is an epithet
MPT Past Papers,Urdu,Literature and grammar,597,وہ اسم جس میں جگہ یا وقت کے معنی موجود ہوں _____ کہلاتا ہے۔,اسم ظرف,اسم ظرف زمان,اسم ظرف مکان,اسم ظرف غیر محدود,,A,اسم ظرف,,ANSWER SUPPLIED BY REVIEW,ism-e-zarf
MPT Past Papers,Urdu,Official terminology,598,لفظ Economy کا درست اردو متبادل کیا ہے؟,معاش,معیشت,بچت,اقتصادی,,B,معیشت,,ANSWER SUPPLIED BY REVIEW,maeeshat
MPT Past Papers,Urdu,Official terminology,599,Noting کو دفتری اردو میں کیا کہتے ہیں؟,کیفیت نویسی,روداد نویسی,تبصرہ نویسی,ان میں سے کوئی نہیں,,A,کیفیت نویسی,,ANSWER SUPPLIED BY REVIEW,kaifiyat naveesi
MPT Past Papers,Urdu,Official terminology,600,"""برائے تعمیل"" درج ذیل میں سے کس کا درست ترجمہ ہے؟",For Compliance,For Issue,For Pursuance,For necessary action,,A,For Compliance,,ANSWER SUPPLIED BY REVIEW,For Compliance
MPT Past Papers,Urdu,Rhetoric and translation,601,کلام میں متضاد الفاظ کا استعمال کون سی صنعت کہلاتی ہے؟,صنعت تضاد,صنعت تکرار,صنعت ایہام,ان میں سے کوئی نہیں,,A,صنعت تضاد,A,VERIFIED — matches source,sanat-e-tazad
MPT Past Papers,Urdu,Rhetoric and translation,602,"""Office Memorandum"" کو دفتری اردو میں کیا کہتے ہیں؟",دفتری یادداشت,یاددہانی کا خط,نیم سرکاری خط,ان میں سے کوئی نہیں,,A,دفتری یادداشت,A,VERIFIED — matches source,daftari yaddasht
MPT Past Papers,Urdu,Rhetoric and translation,603,"""Minutes of the Meeting"" کا درست اردو متبادل کیا ہے؟",روئداد اجلاس,جلسے کے اوقات,میٹنگ نامہ,اطلاع نامہ,,A,روئداد اجلاس,A,VERIFIED — matches source,roedad-e-ijlas
MPT Past Papers,Urdu,Rhetoric and translation,604,"""Better late than never"" کا درست ترجمہ کیا ہے؟",دیر آید درست آید,جلدی کا کام شیطان کا,وقت کسی کا انتظار نہیں کرتا,ان میں سے کوئی نہیں,,A,دیر آید درست آید,A,VERIFIED — matches source,der aayad durust aayad
MPT Past Papers,Urdu,Rhetoric and translation,605,"""مثنوی"" کا تعلق کس صنف ادب سے ہے؟",نثر,شاعری,ڈراما,ان میں سے کوئی نہیں,,B,شاعری,B,VERIFIED — matches source,poetry
MPT Past Papers,Urdu,Rhetoric and translation,606,"""File"" کو دفتری اردو میں کیا کہتے ہیں؟",مَثل,مِثل,مِسل,ان میں سے کوئی نہیں,,C,مِسل,C,VERIFIED — matches source,misl
MPT Past Papers,Urdu,Vocabulary and grammar,607,وہم کی جمع کیا ہے؟,اوہام,واہمہ,توہم,واہمات,,A,اوہام,,ANSWER SUPPLIED BY REVIEW,auhaam
MPT Past Papers,Urdu,Vocabulary and grammar,608,"""خرد"" کا متضاد کیا ہے؟",عقل,دیوانگی,جنون,فہم,,C,جنون,,ANSWER SUPPLIED BY REVIEW,khirad (reason) vs junoon (madness)
MPT Past Papers,Urdu,Vocabulary and grammar,609,"""پچھم"" کس لفظ کا متضاد ہے؟",پورب,یورپ,مشرق,مغرب,,A,پورب,,ANSWER SUPPLIED BY REVIEW,pachham (west) vs poorab (east)
MPT Past Papers,Urdu,Vocabulary and grammar,610,کون سا جملہ درست ہے؟,لڑکیاں گاتیں ہیں۔,لڑکیاں گاتی ہے۔,لڑکیاں گا رہی ہیں۔,ان میں سے کوئی نہیں,,C,لڑکیاں گا رہی ہیں۔,,ANSWER SUPPLIED BY REVIEW,"""larkiyan ga rahi hain"" is the correct agreement"
MPT Past Papers,Urdu,Vocabulary and grammar,611,درست جملے پر نشان لگائیے۔,گھوڑا گاڑی بک گئیں۔,گھوڑا گاڑی بک گئی۔,گھوڑا گاڑی بک گئے۔,گھوڑا گاڑی بک گیا۔,,B,گھوڑا گاڑی بک گئی۔,,ANSWER SUPPLIED BY REVIEW,ghora gari bik gayi
MPT Past Papers,Urdu,Vocabulary and grammar,612,ہجر کا مترادف لفظ تلاش کیجیے۔,وصل,وصال,فراق,ملاقات,,C,فراق,,ANSWER SUPPLIED BY REVIEW,"hijr = firaq, separation"
MPT Past Papers,Urdu,Vocabulary and grammar,613,Acting President کو اردو میں کیا کہتے ہیں؟,عارضی صدر,اداکار صدر,وقتی صدر,قائم مقام صدر,,D,قائم مقام صدر,,ANSWER SUPPLIED BY REVIEW,qaim maqam sadr
MPT Past Papers,Urdu,Vocabulary and literature,614,"""وارث"" کی مونث کیا ہے؟",وارثہ,وارثی,وراثت,ان میں سے کوئی نہیں,,A,وارثہ,A,VERIFIED — matches source,warisa
MPT Past Papers,Urdu,Vocabulary and literature,615,"""مائدہ"" کا کیا مطلب ہے؟",دسترخوان,پیالہ,چشمہ,ان میں سے کوئی نہیں,,A,دسترخوان,A,VERIFIED — matches source,maida = dastarkhwan
MPT Past Papers,Urdu,Vocabulary and literature,616,"محاورہ ""تتر بتر ہونا"" کا مطلب کیا ہے؟",اکٹھا ہونا,بکھر جانا,خاموش ہونا,ان میں سے کوئی نہیں,,B,بکھر جانا,B,VERIFIED — matches source,to scatter
