id,word,pronunciation_arpabet,primary_part_of_speech,primary_definition,synonyms,examples,source_list_count,priority_tier,source,ranking_source_url,verified_on
"vocab-0083","probity","P R OW1 B AH0 T IY0","noun","complete and confirmed integrity","[]","[""having strong moral principles"",""in a world where financial probity may not be widespread"",""he enjoys an exaggerated reputation for probity""]","11","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0084","recondite","R EH1 K AH0 N D AY2 T","adjective","difficult to penetrate","[""abstruse"",""deep""]","[""incomprehensible to one of ordinary understanding or knowledge"",""the professor's lectures were so abstruse that students tended to avoid them"",""a deep metaphysical theory"",""some recondite problem in historiography""]","11","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0085","refute","R IH0 F Y UW1 T","verb","prove to be false or incorrect  ","[""rebut"",""controvert""]","[""The speaker refuted his opponent's arguments""]","11","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0086","reproach","R IY0 P R OW1 CH","verb","express criticism towards","[""upbraid""]","[""The president reproached the general for his irresponsible behavior"",""he brought reproach upon his family"",""words of reproach""]","11","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0087","rescind","R IH0 S IH1 N D","verb","cancel officially","[""revoke"",""annul"",""lift"",""countermand"",""reverse"",""repeal"",""overturn"",""vacate""]","[""He revoked the ban on smoking"",""lift an embargo"",""vacate a death sentence""]","11","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0088","sedulous","","adjective","marked by care and persistent effort","[""assiduous""]","[""her assiduous attempts to learn French"",""assiduous research"",""sedulous pursuit of legal and moral principles""]","11","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0089","stolid","S T AA1 L AH0 D","adjective","having or revealing little emotion or sensibility","[""impassive""]","[""not easily aroused or excited"",""her impassive remoteness"",""he remained impassive, showing neither interest in nor concern for our plight- Nordhoff & Hall"",""a silent stolid creature who took it all as a matter of course-Virginia Woolf""]","11","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0090","supplant","S AH0 P L AE1 N T","verb","take the place or move into the position of","[""replace"",""supersede"",""supervene upon""]","[""Smith replaced Miller as CEO after Miller left"",""the computer has supplanted the slide rule"",""Mary replaced Susan as the team's captain and the highest-ranked player in the school""]","11","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0091","taciturn","T AE1 S IH0 T ER2 N","adjective","habitually reserved and uncommunicative  ","[]","[]","11","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0092","tirade","T AY0 R EY1 D","noun","a speech of violent denunciation  ","[""philippic"",""broadside""]","[]","11","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0093","vacillate","V AE1 S AH0 L EY2 T","verb","move or sway in a rising and falling or wavelike pattern","[""fluctuate"",""waver"",""hover"",""vibrate"",""oscillate""]","[""the line on the monitor vacillated"",""waver between conflicting positions or courses of action"",""He oscillates between accepting the new position and retirement""]","11","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0094","abstain","AH0 B S T EY1 N","verb","choose not to consume","[""refrain"",""desist""]","[""I abstain from alcohol""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0095","adulterate","AH0 D AH1 L T ER0 EY2 T","adjective","mixed with impurities  ","[""adulterated"",""debased""]","[]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0096","affable","AE1 F AH0 B AH0 L","adjective","diffusing warmth and friendliness","[""amiable"",""cordial"",""genial""]","[""an affable smile"",""an amiable gathering"",""cordial relations"",""a cordial greeting""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0097","amalgamate","AH0 M AE1 L G AH0 M EY2 T","adjective","joined together into a whole","[""amalgamated"",""coalesced"",""consolidated"",""fused""]","[""United Industries"",""the amalgamated colleges constituted a university"",""a consolidated school""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0098","ambiguous","AE0 M B IH1 G Y UW0 AH0 S","adjective","having no intrinsic or objective meaning","[]","[""not organized in conventional patterns"",""an ambiguous situation with no frame of reference"",""ambiguous inkblots"",""ambiguous words""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0099","antipathy","AE0 N T IH1 P AH0 TH IY0","noun","the object of a feeling of intense aversion","[""aversion"",""distaste""]","[""something to be avoided"",""cats were his greatest antipathy""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0100","archaic","AA0 R K EY1 IH0 K","adjective","little evolved from or characteristic of an earlier ancestral type","[""primitive""]","[""archaic forms of life"",""primitive mammals"",""the okapi is a short-necked primitive cousin of the giraffe""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0101","arduous","AA1 R JH UW0 AH0 S","adjective","difficult to accomplish","[""straining"",""strenuous"",""backbreaking"",""grueling"",""gruelling"",""hard"",""heavy"",""laborious"",""operose"",""punishing""]","[""demanding considerable mental effort and skill"",""the arduous work of preparing a dictionary"",""testing powers of endurance"",""his final, straining burst of speed""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0102","avarice","AE1 V ER0 AH0 S","noun","extreme greed for material wealth  ","[""avariciousness"",""covetousness"",""cupidity"",""greed"",""rapacity"",""avaritia""]","[""insatiable desire for wealth (personified as one of the deadly sins)""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0103","benign","B IH0 N AY1 N","adjective","kindness of disposition or manner","[""benignant""]","[""the benign ruler of millions"",""benign intentions"",""a benign smile"",""the benign sky""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0104","burnish","B ER1 N IH0 SH","verb","polish and make shiny","[""buff"",""furbish"",""polish"",""gloss"",""glossiness""]","[""buff the wooden floors"",""buff my shoes""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0105","caustic","K AA1 S T IH0 K","adjective","of a substance, especially a strong acid","[""corrosive"",""erosive"",""vitriolic"",""mordant""]","[""capable of destroying or eating away by chemical action""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0106","censure","S EH1 N SH ER0","noun","harsh criticism or disapproval  ","[""animadversion""]","[]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0107","coalesce","K OW2 AH0 L EH1 S","verb","fuse or cause to grow together  ","[]","[]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0108","contentious","K AH0 N T EH1 N SH AH0 S","adjective","involving or likely to cause controversy","[""combative"",""disputatious"",""disputative"",""litigious""]","[""a central and contentious element of the book- Tim W.Ferfuson"",""a style described as abrasive and contentious"",""a disputatious lawyer"",""a litigious and acrimonious spirit""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0109","convoluted","K AA1 N V AH0 L UW2 T AH0 D","adjective","highly complex or intricate and occasionally devious","[""Byzantine"",""involved"",""knotty"",""tangled"",""tortuous"",""convolute""]","[""the Byzantine tax structure"",""Byzantine methods for holding on to his chairmanship"",""convoluted legal language"",""convoluted reasoning""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0110","copious","K OW1 P IY0 AH0 S","adjective","large in number or quantity (especially of discourse)","[""voluminous""]","[""she took copious notes"",""a subject of voluminous legislation""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0111","corroborate","K ER0 AA1 B ER0 EY2 T","verb","support with evidence or authority or make more certain or confirm","[""underpin"",""bear out"",""support""]","[""The stories and claims were born out by the evidence""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0112","dearth","D ER1 TH","noun","an insufficient quantity or number  ","[""paucity"",""famine"",""shortage""]","[]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0113","decorum","D IH0 K AO1 R AH0 M","noun","propriety in manners and conduct  ","[""decorousness""]","[]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0114","deference","D EH1 F ER0 AH0 N S","noun","courteous regard for people's feelings","[""respect"",""respectfulness""]","[""in deference to your wishes"",""out of respect for his privacy"",""his deference to her wishes was very flattering"",""be sure to give my respects to the dean""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0115","deleterious","D EH2 L AH0 T IH1 R IY0 AH0 S","adjective","harmful to living things","[""hurtful"",""injurious""]","[""deleterious chemical additives""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0116","delineate","D IH0 L IH1 N IY0 EY2 T","verb","describe in vivid detail  ","[""limn"",""outline""]","[]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0117","denigrate","D EH1 N AH0 G R EY2 T","verb","charge falsely or with malicious intent","[""defame"",""slander"",""smirch"",""asperse"",""calumniate"",""smear"",""sully"",""besmirch"",""minimize"",""belittle""]","[""attack the good name and reputation of someone"",""The journalists have defamed me!"",""The article in the paper sullied my reputation"",""play down""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0118","disabuse","D IH0 S AH0 B Y UW1 S","verb","free somebody (from an erroneous belief)  ","[]","[]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0119","disinterested","D IH0 S IH1 N T R IH0 S T IH0 D","adjective","unaffected by self-interest  ","[]","[]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0120","disparate","D IH1 S P ER0 IH0 T","adjective","including markedly dissimilar elements","[]","[""a disparate aggregate of creeds and songs and prayers"",""such disparate attractions as grand opera and game fishing"",""disparate ideas""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-0121","dupe","D UW1 P","verb","fool or hoax","[""gull"",""slang"",""befool"",""cod"",""fool"",""put on"",""take in"",""put one over"",""put one across"",""victim""]","[""The immigrant was duped because he trusted everyone"",""You can't fool me!""]","10","very_high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
